Job_Description_Document_Upload,Airtable_Record_Id
transport worker.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/Qvp2A4Ynp-_gfb_ef_2BgQ/y2g94CCBE8KtGNozCbAnspPDdeNspdPxYFiHIGwdvkvccNsXEHq9fSPniK1gxl3nXo3HvCDsJIk-SEWJVVFQ-OpQ1Vz24IgcMXJYPlpjGrg/5II3JttqE5yBkW2A5BGPbNnyCX1mUmSDhn4wr6S0Ngw),recwo5UFgpnweo7Cw
bus moniter.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/w1hnZyyK4CT0LXSCqynxNQ/juiYEDmn0KDPMbnmX1ZJi2PNVxRgwcU4eE77ZDGmJNuRrf33K5eBFD0KaplKhqlpAimXumgdD2RThk2w82K9oboeQb4katBsHMabNswiyCA/igkuNbOHCTtOgdGfUygrTUU3uJKnjkcZ9YKa5ZiPc8s),recru1z0F0lwcHixM
bis coord.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/Hqbk5OkDQ3T3q4TSBMI9ww/h5LtML7ysCdNfnCjJ8oR7lHOFcF7JfDIwEbSHdULaEJ9MtbStA5po0mxW0g_epiYaCg3sApQoXj4Bn-IIkue5rmYuxmmwWgcYUh0-kmoLgs/sRsoLhsHlH1MIi9SG71f_t5mSKpDfW9J7wK-P2tR-sE),recfjXkITcomsXQ7p
Screen Shot 2023-03-02 at 1_51_53 PM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/vDsp9htGG9bSCWYlFgicIA/RTg9EyZ0xsEbq3e7TzSzbErBAnib9ydFHx8Tukkra7f87O0Wno6ZFAlKNpkDJlspozlbtR0BaZmBK2X5YUnbTa-hsqkSPy-FmHsizmk5ikQHAhOKSOU1BLSBNcugqzQr/aAMTq9W249yBvMrJW35JPWMR08Nymrzf7RXkfkibe_I),recFUB6kLEw1Ct2nZ
business manager.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/V0qtnVVKFel3z-Bkt0WZ3g/PwFUpf4maHkoQLu4QrfoUCgoAe6ZdQLdBgwMwGIktndeXay5VOmbkyaSw1JuZYv0hlXIn8sIIkX_zF49nUSplXJtt0m341G_ORU84JBFe9c/RuyqbFDINPsm3lXH6P8tiHLgwlntQEm6uz3oVuNaPt4),recWpF95R8YQU2RSb
Screenshot 2023-02-04 at 5_39_08 PM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/1k5-2k7sw4fc6jn4B3B5eA/vRuzdoiH3psK_Ihmf4nbMKwHEgZBtATXCGgqnc32zNnN6B8mUTCIV3dN7Wgswt-TF1a4DQ3pqQN4Q-KX6sS0YTg_JlXRbYg90YXA88lg2hJZEGw6jOY6E2epDd2BjJFi/bbLXFxnGO4Ub8GI0MZoWaWMI_RykYSvgVyTJhg8gCh4),rec0nYIN8qs5CnZNK
"""Opportunities _ NOVA Corporation _ Business Process Modeler in Dayton, Ohio _ Careers at Dayton, OH (Wright Patterson AFB).pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/Oila5HDeEY3oaOBDRBGuPg/uUnph2ESBE4rD3e-Ey9dODoGoDcNS7FYv_eWgwxyMX61YqMhspd00kZBcSBs0Jw7HJXtd9zaY-RRGTopxGuVdcri9QQe4H6U0GOyXOC22OmAfz7gyJT4NHYBhwAJv9f69eYxJwqj4bg5XY_FeHWImy7W7RvMs9mpo88E9VxwaTDLMpouV-7fhPomFkGOSiQgHYokD7nKnRSy2XR41iBXrw/OgwAW9MPYbKDO3TPNCcoKRzxmlPB2k2qb9WmDv587BA)""",recF7k53bOw17Wtbd
caf.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/djHSIekyB_lR0vOs7Lu6jQ/XQbOPy5ocn614l5pl344onhBJyho83JOXQydzK8RuH3fenGQme6zGbRzqTdPZGsgX-AeSaYi_leA5uXqxdzK4w/gltU3zzu6FhqZYPOToWHp-E4J-xScFKKhaaUpeFOXfo),recW5gDbzkPPMze1V
Navajo Gaming _ Employment.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/vCsUfp7HNCkmOBNg990emA/fm2BrTKmq2XNRDDvketKRm6q2MVSFNza79J0Fb_N8e7egTIVuucLCMRKxPym5pTzBgvVKTIpk0gyvc_wHPt_Uo9XcWbkyhssrKkkFvhZDLsjQwrFl0PdVpmE2pc_P8J6/jHtYBgtg3g4TmE2iZ7wBxXj6QkEi_99hK_Va6EKizIQ),recks0wCqvgJQtU9m
Cage Cashier - Careers At Navajo Nation Gaming Enterprise.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/uYkwB9pMxPDGh4tuBODVRw/DEHN8ui_2X5XpEy83nRyx6EN_VmtW-Jm8dU1_9QDZqiyPw2f7Pm4BkuthfbAZFG3tccKknl8yETatVqNt4qCnO5vAZEFwdEEEKC1MgopQiYY82fyvIMC5pRg0EqdpjfYccMYjIio2a2bREIW2nRQtQ/MZkd9QA0m6j-U39III5xn9VXUht1_0y8DyGm4GdXurg),rectmwg6JaTrKwQiD
Navajo Gaming _ Employment.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/1pUMbB_-tgsshxe1E-Z8rA/pfbxtX92Lamt8HkfesJvTJT3gv9olurlE6FdqyhRyX35UWgMXNCgvRfGU94Fy4y-tARClsEhFBbMa8ETeVmRobrseJOkAdUcTsq6Z2m19mCFO-qwJc8BJ4MrBAD9Ncbf/1CaOYBSfGrl4-Nw1yQnhKkJx2j9FHK5-DYoEuIW9Utc),rec4ytEUgdy4ybuWG
Navajo Gaming _ Employment.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/VCyYGXPSHpxw2gUaGwMKZw/JCp6PB-Rawn-Bzmh2MuQtdr47WlCgoL-F3K8E2hphdM0VEBSoymeD7g0DT2FHgX9oysrYV-9qfUAuA0Qhve1sAJl6ZtrXeUeM68_MZDSJ4Hr7tDFRk2QtWuYZHlTnKhy/fLVURcpvDQHFMNEyPACz7Yqo-y5B-WnpU5C0tIugUag),recj9nQFlWW2NT0P0
Screen Shot 2023-03-02 at 11_30_37 AM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/TwKdU4IUwfxFHQKhBLcGBg/GjpYf3EQ6Fx4Eyc2oPpqVj1EYAK70dLSRzRHuwIJJ8XckcaMrgNIOZWRdzSt-DQH_-rp0ILWNSXXiXYqhX9ssVSfnuidilfI6GNsAmaL3uoDpv2GMG3MpzrMTbbCfsE9/IWwxnPMk2-IJzbKaq853OQKk4C2-nL71_WokLmOMmY4),rec7GHf7XtBXIaVBb
security2.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/MvYXdPhpDFin8R7MIYKYyQ/LJhqNbX1fl0IO3x5dKNRkKqV4ycIf99cFNl8_GiMrRw5JXeNJwzPIxKiY_-3Lg5TltDcQOd_hmAs_Al-dqf40he5kvsC5kreLqZkDEg1eGk/3KA8WDXi77Hm-m5owbxxBaL7Gase2FOc_Q7OchpbivE),recJRSYdnFAPA7Wqo
Canal-System-Technician.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/JNARyZi2SoASZwiqvBFmaQ/iRt-u0xwgL_weFbZn3TtZ--LWH3aG_loCRxUiBgFV16C_FcZ1UiCd_hmZOb02CgOvsrHiKazZLYTVI7t6lWuvb8bNab1C0NEt6WMTM2vZhn8n1hRUNx2qnyVfz5BdJoA/1IvJ25uJ-sqdU_wOF6E1JF3u_nkus0J_UiTOAr9QgMc),rec0jBSYNkKNbYbGn
Opportunities _ NOVA Corporation _ Capture Manager in Remote _ Careers at Remote.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/ty2MkmMGfmXjlukA2fwfmQ/xzyUw7Y41QAX1A08S3I87jz1l-s1uccvOdU4tLXumAXaJwZNsFscS5u77MaA4Gy8Rm7slUKbGtj61b02Yx-mPe9_J6PoUpww9ZYgo2s0us_9nZETBrqcxYnG4WE-n_aJp37W9zz2pWx6Ee08HO2JOZMyNRhswK7WraCmWU-ySjQ/gEQTeHo34pBu4ofx47fBoxan2c2K0Awhdty_nlh9Q1I),recoYEsWcGOWpj17w
cardiology_clinical_nurse_jva.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/W61UJy331PJpLVtX51bOwg/I3PNujm3RUNt-mBN3W3yNQ-hAFEGXiM3crJaN9jhYatmg2aYAQ5s9jfLPgjLPTdTvaQ38u8voe7RCoAEHRqul1wSbgm-G4B6ZOiGSn8pvP_U3hl8cRlFFEYy1hx96k4Y/jLRDMjcQfUZgAF51-PA39hf_hFHTLbTysAj0SGKFRI8),recMSz5JYrODW1UmM
cardiology_clinical_nurse_jva_wdh-21-68.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/B-UeQPsCXnirO1SH7Pohlw/C029GFSXrw-M2m-exTNXosWi60THk5G8Whl6T3GG8Q01BC2LM1hzHj1aMwvtGvtuJ2znrdovW8PwkWy2OX2go7_GdSBE9Nzp0-ox98V_2Z3lL1PqwjdAGaRWwhcTZo2WCnHFhsINqi0erx1vDQVF7g/s7ycpviIsPbhdU_ppon7Uz4kMSe0XSG01wmmNPP6SN0),rec7GtZkTa1aNvnNN
"""Career and Internship Advisor - Crownpoint, NM - Navajo Technical University Jobs.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/HEYdXI6yZLwfr0bNuMdRtQ/PmYbxMuL7SDQl2VzaAiRCOqZ79VrtYxVaG6eTZvAT2FFr5UzFkBzObUBcDvuO85U1qDUGZ6i-vZf4iZZsijF1heYehKen-WQDJq4gwd8nc72yEnjTwGpFAwU-k2_9sJubQC2-vrVcQYk6GbyeiAiVy4U7dGivyhKjKDq_X0s2nLCGfeRz-tSPT93xKncZk6j/YLn8KFHIT4mRN6Nekh_GxD1XRA2Swczin4ACze-3lAo)""",recGWj5XYtcf8EnuY
"""Career Development Coordinator (DH0320) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/rqdOYwhb4UZrzjWriB3pdw/eFcSxI2AvvvIAvksYmcE5jCqHZKpb2AuGOZ4phWiDL3V96G3fY1jObKDbhIWcPdQ3nB9jHqsb8zG4i6UUHdlWXLkkA233ddgKCvhDS4xbQek62VmzJWIScD4slGvwyJZfOOIHF_tJvEZ3NU2xh2bygcSLGwBe6bZ4jzKVliQidClZnGWV6ayuiwhQhI04m1dllLc2U6nCh0GkPmXvUF1Vw/-rczTSLreeDusyCiWvH8WkDvRvng12Y6_1SxCFntHZk)""",recVspVN8Nq71KmHr
"""Career Development Coordinator (DH0320) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/GNFTjxXLX0VXPwAiFXWVgg/jzdri-25b6Wc6EyuAGoW6c-B0htbp5g_wBpgS6X2EItqEsfNUAzV_e231Ss_kRZ22jjRN2mjBw8uOdyoXS0ZmHA6kKsSYVkX5rD-qW3wGpzRVY4nX0UUbZc5q24mfP9uFnlUwxaxyQVho89qk4pzhyf44SbGHI5EHUruoU1xaKCX4afJCinv6yvKu9Zo_-SG8bckzZdKIAslfMCoDtMaPg/4f2SfJY9XWGFXyDKwoqcPQVO-znSaCIYpEBIDv4JtX0)""",recIbIKtuwIr2cWcv
carpenter.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/VX4ssA9yiYmUpRZmC87ieg/8CONU5xoGcynhcdEIFTmQZ81zzhSdJyU9Vu0HguT0GBTGuPCqCrUYdpZl2JREDraMv4SO9PPiE1BSvDhOF_nuVVeqQhtI4OvdLsLto5RjsA/WAXee0RnS2LtUKSOuTKzIwhBIuT8MYnw_hvkitSNgsg),recG7JUZE4qqH9HX7
Screen Shot 2023-03-02 at 2_19_47 PM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/hXvfRMXjnXtx8l8b8sXx0w/_AlcZvcycRPM36CEEiKsBGGQTPSbPHqekcyxLmkToGkbN2VdhIKu4qof0gwZvxufLLmX_cwwndltYKuEWOSSk-EhRhb9NQ3OCtxwX6bQyxnBq-K8ib5GQRdiLPxvC4dP/eBtheTinCAGBZ_U5ejTyAUetIzPqlCP802m-iNxrqOU),recI9AnNCOZK3BCiP
Screen Shot 2023-03-02 at 11_22_02 AM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/GPvAIHTS3qLNrVOvfmXMUw/9jqP9sDuo4oBykcEnuhy-q9EQ-ZayHZXr_fDoT9SiN_laZxaK1bD5GvDC-hYSUEcQ9or9mJ4wWqls8CGt6pn816ndt7iU2Q5uCn7UgxBz94KmpwirVf345MOl7DC0td5/MXQjQbru1RS6pkpOdmONxXJplIyuHUV1rG5ErXDqqs0),recd65kCThkRejKf6
Screen Shot 2023-03-02 at 11_34_52 AM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/yr9XIKEtlYKdXBHcs1n1yA/KOHag7-m3yc8v5WqV2GWRJRayDsV2jrwBsWyMpOpmWxqP632og90Jq6fbVergYCYwWI88ULztYjYbyNNGRjLk_2kgCAHWm9SaiYVfTymev106KgoQq9IwgIa_kacGEL-/ykZ4Pum3pxq9ZVt-82ozx6mDez0jWAjV1bgYoSR6WxI),recSTMz6eRCO41uJT
Screen Shot 2023-03-02 at 11_49_52 AM.png (https://v5.airtableusercontent.com/v1/16/16/1681351200000/jpgmCYa_6uPXAx9cFdgIOA/7l11Qxo482nH7GAinhXAMq-Y15RYIc7r0HbEEysn9gBlkKJM3bB7_IRegy7PWu_zltbjYv0Tv_MOkGu39Cgy65NIeI3A-n7N9y-ZqRgZMbkLGiT5vLZGWq36o_mtgQwv/gwSZkX4MZqDyjs2wTbATK3B1tygTn56pHD-9r4eHNTg),reckTSlGI6232q7V2
Cashier - K-12-by-Elior.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/OuucdPCVACzhLB2Ql4eslQ/t36j0fqsAG557sL1RDmPUHUzVc8Rzay4tXDgptmQ3sgOWiyKweHV69thdwCDEpSld7ZwnHM1i_eoCtThR4ygn0z-dJxZt7iAAPloP9hGLP-DvovDFgpMiw7KAOlKVr1e/3XWb3BUt2pO8FVkFzOdkBsWeXK04KvHz0M5tfzRRmoU),recKXQYG0WHhZ02DX
Casino Host - Careers At Navajo Nation Gaming Enterprise.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/GhPWj0B4Arl7UOvVIRalWQ/SJ_V1RLfQyiY2V_zxpPWY47jESF-2_pBFsmFEaiutAM0fSij7SIT4lOFLdW5qqz0gezSQtFY3Zt3ChtDd6En_9Sk12wuNjIhjEiTKX3lmYB8CW5qjv_8lNU2PNszG_bC5C3sdL8NuOn8pBtv8ajvNQ/4oMOcbr2k1NKPS8thl8vHqLvL5aAPYvS19SbbmwAJEg),rec0Qma9UcpTCEcDM
,recn5UqkISHVP7Nyl
certified_medical_assistant_dmc_jva.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/8O30Akv50cQTqcqO958ozw/7NnhHpBtyMtUv-gFHXFXvYv8Kntva1g1EwWQ_aWSZdNBizKFeklmXeVb0NlCA-WN7iBj0cKrk-pQNwEXB3rU22OxAxkGVMaTYzFhVNe5i4-xvP9J4Pi129gLZKDnzlp-/ILCJq3xrWNjx83AQ4jQehvBejbDsQQkOiyfb34G00l4),recxvHfEw14XCyttg
certified_medical_assistant_dmc_jva.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/8O30Akv50cQTqcqO958ozw/7NnhHpBtyMtUv-gFHXFXvYv8Kntva1g1EwWQ_aWSZdNBizKFeklmXeVb0NlCA-WN7iBj0cKrk-pQNwEXB3rU22OxAxkGVMaTYzFhVNe5i4-xvP9J4Pi129gLZKDnzlp-/ILCJq3xrWNjx83AQ4jQehvBejbDsQQkOiyfb34G00l4),recPpkQkIW5CrQZyV
certified_medical_assistant_dmc_jva.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/8O30Akv50cQTqcqO958ozw/7NnhHpBtyMtUv-gFHXFXvYv8Kntva1g1EwWQ_aWSZdNBizKFeklmXeVb0NlCA-WN7iBj0cKrk-pQNwEXB3rU22OxAxkGVMaTYzFhVNe5i4-xvP9J4Pi129gLZKDnzlp-/ILCJq3xrWNjx83AQ4jQehvBejbDsQQkOiyfb34G00l4),rectvVWSuCRkBmHmz
certified_medical_assistant_dmc_jva.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/8O30Akv50cQTqcqO958ozw/7NnhHpBtyMtUv-gFHXFXvYv8Kntva1g1EwWQ_aWSZdNBizKFeklmXeVb0NlCA-WN7iBj0cKrk-pQNwEXB3rU22OxAxkGVMaTYzFhVNe5i4-xvP9J4Pi129gLZKDnzlp-/ILCJq3xrWNjx83AQ4jQehvBejbDsQQkOiyfb34G00l4),recEC23iKmKBVMSys
Certified Medical Assistant - Bodaway_Gap (DH9001) in _ Careers at Bodaway_Gap Heath Center.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/aGViNWiKuHDelbIF3yLGOQ/AHLCYMFF44uY4nfl5FODmHcgrgqw8VXFQoQE4nRl3t_y9w0MnXCY4onc9Gf6K6H9gB_rHt_1PucY8CcU6syMXUyUtEK0xE6-WDBxe1t1601q_5DuLls8v46VCb38xsEENEvDNhFBNB625SGlp_SK-DVqTFb_ONg6goM2YhQfwX1Hkr_vqYLxNWNoGCXeywxL/2jjjRrTPkWXT5eUEah8hugepEGIul-LAae1eT0UnVjk),recGT8ncRvz6ZOaDp
"""Certified Medical Assistant - Family Medicine (DH4682) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/3ZH2VI5gSLvQq3qgwM14wg/r0YwjgmFU--OOJKnXIWPwWagYOex9CqByLmVqWoIz9CBFhpBBJW8dVUGCJOkEkCROWYwkS8FIxhHdWB7ZoqMpAnjxAiwcqPhSDaNZM85NR2W2crOXmQL7aGlKJWJEQRQin1HLpjaAUvA6wmCTtbOHCcJxyYrUy4N4BYNzTMhtB29I0wZJJYcYybeXamX7oFw6bVrh4h8506FeARV6EyKyU4YLIBTb_kzWFSyr4Z001U/C8WNZspz40pjidJxCidLpK2JldVy9IsoEdGvKb_Gldg)""",recLrH28lOlHJGoUr
"""Certified Medical Assistant - General Surgery SOUP (DH4649) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/awCPXztcv1yfNjKGWwJIuA/0LGjGtZo1aTCAKGshtlZNxOqtBTkMD3GyB_NiOxZKNH6DzIlgtnlscxzyxQDm-C-SLVerObujm0Tm7DUzh1Kr5zRj1h7KGZFsV5rOqslufwVOVgW0KFAO-Swo6fWH5SphKkbmpsfpVye0SzzVhSGKLWvJtThdA7eFBD8PI_o0PR-nRSWw62rWBiK7s16OXG4LF-Xnq99QX7o22CkPLbx1cjn8lwlgLIzsTTDay0zjRA/g4gQFK5Tt7UwaPy0Ni1CZwSMyILit5BfClpTBBt5y_o)""",reck3y4dCXLfgmoMA
"""Certified Medical Assistant - Pediatric Clinic (DH4637) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/uMHKBm6GRCnNGE_XVtwGTg/5VI3URlWU-TbyK81SBP3i0oOmpBWJqYeAOT2aUX0iUjCaiEQ1Qz1lI53bBSxYRnITGNGD1Ecwv24MNpcFO4MS4NsWXE-eQbL5ZMwhvKqFNd8V9wOIgq84C1AEwiyXXBa8M-howKYL2moNKOxeX_GGl1ZLRoPN93Vj8iTYgxSqcMDBbiclOM3Hqv9UjuZeLk0ItcbLg1fC2TIut3owYieocgvMJwg5d6JhawqZW3d2lY/tNs-k5MIGqrPNz6yHD75D4pBKzf3Fog0pDS4LUnNFYE)""",recEuRZOon3PsCyPF
"""Certified Medical Assistant - Sacred Peaks (DH3525) in Flagstaff, Arizona _ Careers at Sacred Peaks Health Center.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/Ayyyggrb0agiTgDZe0pbKg/PZCQ-EEb-KHzqUtvEYRYCdObVI26K4LhwF_kgyRFf1ZillGCFO7JE4ZIHDL3G9mf1fmllax70eS5-w6LzSlPkmH1ygaQW3E0voI6j2GCLhfXdVVbKM_I6Q6rI3EEb2ebdFRoxu_f-T8rypxz7ORuSe0tKcdub6mtmZUL0zIbHo7igsclaE5unng4JZWT1x2vFts0LC5rdkIRbPnqbsI6hQ/TsIn0esd5mSDPOKdyaq0d5fBgoyOoIB3DkbVwZPFmEY)""",recsuStSj1pgEr9v8
"""Certified Medical Assistant - Same Day Clinic (DH4625) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/aDvDz38KvjjfHyLvonQXGw/LorxT8LkLwD7-pWGxQ13ocKHDuq2CK2BuuKR7CswNNjFy_MyOQd2TdBMcNES4LMmKUg3AAoQso9YIabqY1GNl9rkWeJjxlVZSe0FHt3Zes65IC6ekr8WGYqqWxhBDksC3BfaSJd4FcWDyn1SVHzNcFgaTplCrGc0-jA5MtJ70vKPABWLbP_Ljd2qwdUguukvQBU87ejxarzCkzQ07SIm5e-zMrxE_zFBpLxbii25h-E/j5cMswr5VLx9Ji39TFC33SZPhkbqw4O5lGhI-HvgM_k)""",recBh7XTatosbMGIF
CERTIFIED NURSE MIDWIFE II _ FDIHB Job Board.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/p7DjYVD7efDw_th7DMnQ1Q/SCr3KP5VTi9-z-zgphplW8ApjPVz2O_l_4VHV1gHjwJh_n7MZHLgyFFN9M8L_FCC1Dhn7NG4n0749Zv3T164A94xtq9SZzzC-rI4w6znRGZvTxSFl1XuQZe9YBoM9BD4PrH8QnJ8320CzxtoEHwbng/RHfPJF1xx-ykCFha86qneVDf_T12NV9Mgfmeec_XTIo),recZhfAkDmarfETmc
"""CPT_Technician Trainee - Lechee (DH2085) in Lechee, Arizona _ Careers at Lechee Health.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/bY5ndEt-Z589_y0bEthS2w/bJZHdLEYsgsFdjjULDR7GCXjU7JDK50NS9pLGgX3WGcxKvIn02wdwvCXCVm7Kah7_pM-pEj7IpSgCTHf6eYkqDnpJkdW3U4O-9C8qnp84qdolCrXNNNOOYexHm92hACdpXASrjVVNhbadgILn80HaVmKMJH7SmsEfwIyb_5oXtzEt2RuD_0SILC8Bd8dVs7B/kp3iQ862D0sQn1yDvfkdna8_zs_Hwa9TThA3NYN0TP0)""",recGLBAe8xVs6THAh
"""CPT_Technician Trainee - Pharmacy IP (DH2092) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/hR9ON7uo8Azh4bt2wy5IIw/BIqVzHNWucl6clDmrnlvdptgr1h6qgikp64d4y2Mq1eE55MDCB-B0B1CjSBwFR1RiaCYCLBobdShSyAiWYuHhetFP7-UuJFGH1mI4xuDz1fwWb9YKZ3ItG9fzywPqUnv-Av_fTtPVHXTC0H30I-w-rdPJJ1UED06yeKOO6rmMkMXe5pqHXuQBdSVI4gBIZGRYpMTCBhWydzLZfJrR6g5JQ6rTFvNwaZhKFgzF0kson8/6bys5z-5nrNKv1hxfmhYRCRmut0h44B5kIYGOezsPaE)""",recLFmmJZdxqkcnNU
Job Information_ Certified Pharmacy Technician Job.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/_wh3L7WA4h7cqTp2k4egkQ/yIcjO_3ROULiaVDRhEc9fp-8zMlPwViGlPaXAcVLxOeZjrQJz_BZNn4jAxs1xRCiyGP82AsmGMef4N51DPY2NpJyiAOwxcW_CcGmPxCSVTCe4akceQwO4x5lV_pDCiiq9eRTmUEUjcTQSK6_kyYQfQ/NEJZ_Kxq8uPcneGnnWvOVR_c8rFp9H4UubXNTmH-r-k),recnXLFYKiJyPVudG
CERTIFIED REGISTERED NURSE ANESTHETIST (CRNA) _ FDIHB Job Board.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/f9J7RID8cOM3nDp1fz-q0w/8mf82tcZsRVZkQphDt1pPjENn7wVM8mJSNS35zkA5uj3kyxcPOPItm5SOobLeNOSzRMS8AqrFBELAQUxnrHy6NigR9WoszZhg13wPIvL7fov_FPmdoHHTD7Gty6Wu8P-7tluepiybHWNHGhWTOQbvF8u0oyBotrbrMJ1gIFIhDk/7nDIoj8yHWqWic2_xG1Fs3E0OLlxWHCSPMxTcZCJllA),recUxXg3me4aa8n84
speech pathologist.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/q3I14W39N16dwppwLsD1bQ/QbHxmu4LyKcX8_cFz41YYt1I_X_55iS7esiwU-p3Lqo--B6uz2ISL6MqIzBwfYjepmvdvTTs_FYp3onDNFuMMM-lU8RFJFJjHNO1zvGO4PE/c4HR6If7ic3vjIy4J2sIVGOmWGfyZe2nM-FgFt1tc5E),recc1yEd7xQPUCgnd
certified sub.PNG (https://v5.airtableusercontent.com/v1/16/16/1681351200000/bZSoDjqCRcEZ8DTBDLaq6w/oxtu6acyWzb10J8sEnFSRdhjM-VUyOnpFNKDFG6NuuYAK6GETaHVB8qnie7cEMNMf8W7N173x28A4ulH5K4cHWYKHIFXbglmlftDC8hvHcQ/f35GZB7PV4OnvV78XWsUpeLAhzi2CXK-PTUkZ-vHPKs),recIEUIBtKWcJL6Yi
"""Certified_Licensed Nursing Assistant - PACU (DH1919) in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/HXM9Y4r8pf1yVIDkrRl_EQ/Ar9YsW5i4HzJmPJf6S7-Kq-BLYeYyrsGZXMwFvF8VrVxTOd-VbS3LbpW-0DRVi8q5KUEGXXYcScc5QJtGn-fhWPTTJXXM2K3c48WOmVBCpeiU2qe7xK2_to37NX5eGoNJw0UmsjRb8-BGMcDFnV-88PN_71PTJgi4-ZjsYNUfrcBaTyhhgYJamP0xSvmt7iFaw2-t6xLGcVRUKyFmwO7VMk2sCw-rS0lFRLCD62AnIs/O97-n-01a4jRLeU3Woo4FyhGfIPNk3eQtlX6r4sNOnc)""",recLPuOHk3T6fZJBM
"""Certified_Licensed Nursing Assistant - ACU in Tuba City, Arizona _ Careers at Tuba City Regional Health Care Corporation.pdf (https://v5.airtableusercontent.com/v1/16/16/1681351200000/4toRqg6dcv3AeKGnHfppKQ/tKn2GHleSVFrr4oYaVnhDaL-GSiJnwMgmJ_qHu4RwbB1ISnEP1MmsGuSR_0DHLNnRjgcIfVUrYXjfTFdTQ0wkqroyZC7WDirZiroPy9_nmEEYlpTOV3yqYkUa-a86uw2amb4egRzvuc1WrCYKvdU_v-DiS7RK9eELwsdXfusnQhSGgM87FykcSy2Le0AViAAcOnjnGhybUBG-ocYQaCWgcXkGh7ZxSM5x8t1UkjODSU/BmtHB3-OKhFekOB3fQIAPoZYYrmNWvOT4wL50ZprG5Y)""",rec9Yejf0QjdN9GqR
